timestamp,response_time_ms
2025-08-15T10:33:10.690855,4716.80212020874
2025-08-15T10:33:12.768746,2076.411247253418
2025-08-15T10:33:14.861303,2091.827869415283
2025-08-15T10:33:16.938841,2076.862096786499
2025-08-15T10:33:19.013249,2073.1537342071533
2025-08-15T10:33:21.190106,2176.0218143463135
2025-08-15T10:33:23.276371,2085.536003112793
2025-08-15T10:33:25.354454,2077.8119564056396
2025-08-15T10:33:27.536433,2181.1439990997314
2025-08-15T10:33:29.614906,2077.723979949951
2025-08-15T10:33:31.693104,2077.4080753326416
2025-08-15T10:33:33.770647,2076.666831970215
2025-08-15T10:33:35.852902,2081.1569690704346
2025-08-15T10:33:37.928110,2074.5410919189453
2025-08-15T10:33:40.017939,2089.1451835632324
2025-08-15T10:33:42.178389,2159.6977710723877
2025-08-15T10:33:44.250604,2071.6757774353027
2025-08-15T10:33:46.322632,2071.2780952453613
2025-08-15T10:33:48.401805,2078.481912612915
2025-08-15T10:33:50.483781,2081.2389850616455
2025-08-15T10:33:52.566627,2082.1151733398438
2025-08-15T10:33:54.643105,2075.6990909576416
2025-08-15T10:33:56.720725,2076.893091201782
2025-08-15T10:33:58.799054,2077.5082111358643
2025-08-15T10:34:00.878392,2078.623056411743
2025-08-15T10:34:02.968279,2089.2059803009033
2025-08-15T10:34:05.060687,2091.6218757629395
2025-08-15T10:34:07.144165,2082.719087600708
2025-08-15T10:34:09.218090,2073.1680393218994
2025-08-15T10:34:11.297193,2078.338146209717
2025-08-15T10:34:13.389167,2091.273069381714
2025-08-15T10:34:15.462721,2072.887659072876
2025-08-15T10:34:17.717801,2254.2970180511475
2025-08-15T10:34:19.810121,2091.5420055389404
2025-08-15T10:34:21.883685,2072.8530883789062
2025-08-15T10:34:23.971517,2086.353302001953
2025-08-15T10:34:26.049346,2077.148914337158
2025-08-15T10:34:28.138288,2088.284969329834
2025-08-15T10:34:30.225453,2086.406707763672
2025-08-15T10:34:32.356947,2130.7671070098877
2025-08-15T10:34:34.433495,2075.877904891968
2025-08-15T10:34:36.508969,2074.713945388794
2025-08-15T10:34:38.596966,2087.40496635437
2025-08-15T10:34:40.675219,2077.669143676758
2025-08-15T10:34:42.761995,2086.0137939453125
2025-08-15T10:34:44.845436,2082.7388763427734
2025-08-15T10:34:46.920358,2074.302911758423
2025-08-15T10:34:48.996449,2075.3679275512695
2025-08-15T10:34:51.096513,2099.327802658081
2025-08-15T10:34:53.173452,2076.239824295044
2025-08-15T10:34:55.248071,2073.8213062286377
2025-08-15T10:34:57.323072,2074.260950088501
2025-08-15T10:34:59.395022,2071.239948272705
2025-08-15T10:35:01.469294,2073.725938796997
2025-08-15T10:35:03.625785,2155.740737915039
2025-08-15T10:35:05.698717,2072.2360610961914
2025-08-15T10:35:07.771852,2072.5278854370117
2025-08-15T10:35:09.853512,2080.915927886963
2025-08-15T10:35:11.927352,2073.1258392333984
2025-08-15T10:35:14.012920,2084.824800491333
2025-08-15T10:35:16.129592,2115.9627437591553
2025-08-15T10:35:18.246955,2116.7519092559814
2025-08-15T10:35:20.335128,2087.4860286712646
2025-08-15T10:35:22.431083,2095.2541828155518
2025-08-15T10:35:24.507691,2075.9687423706055
2025-08-15T10:35:26.585200,2076.4248371124268
2025-08-15T10:35:28.699261,2113.2988929748535
2025-08-15T10:35:30.778095,2077.921152114868
2025-08-15T10:35:32.856817,2077.9879093170166
2025-08-15T10:35:34.941192,2083.8921070098877
2025-08-15T10:35:37.176903,2235.1648807525635
2025-08-15T10:35:39.256778,2079.083204269409
2025-08-15T10:35:41.334085,2076.627016067505
2025-08-15T10:35:43.420624,2085.8259201049805
2025-08-15T10:35:45.507909,2085.731029510498
2025-08-15T10:35:47.621888,2113.2380962371826
2025-08-15T10:35:49.699940,2077.3699283599854
2025-08-15T10:35:51.774240,2073.518753051758
2025-08-15T10:35:53.859595,2084.9130153656006
2025-08-15T10:35:55.934879,2074.8238563537598
2025-08-15T10:35:58.006963,2071.2921619415283
2025-08-15T10:36:00.095356,2087.509870529175
2025-08-15T10:36:02.169089,2073.0319023132324
2025-08-15T10:36:04.242540,2072.887659072876
2025-08-15T10:36:06.319130,2075.993061065674
2025-08-15T10:36:08.397726,2077.3520469665527
2025-08-15T10:36:10.508739,2110.2657318115234
2025-08-15T10:36:12.583006,2073.536157608032
2025-08-15T10:36:14.662214,2078.333854675293
2025-08-15T10:36:16.735151,2071.967124938965
2025-08-15T10:36:18.855577,2119.588851928711
2025-08-15T10:36:20.930546,2074.172019958496
2025-08-15T10:36:23.021237,2089.8070335388184
2025-08-15T10:36:25.103276,2081.1660289764404
2025-08-15T10:36:27.186856,2082.759141921997
2025-08-15T10:36:29.266312,2078.639030456543
2025-08-15T10:36:31.343213,2076.0488510131836
2025-08-15T10:36:33.415034,2071.02108001709
2025-08-15T10:36:35.523181,2107.3081493377686
2025-08-15T10:36:37.676895,2152.904272079468
